Sample 1,,nr-poly-1day,,exp1,,exp2,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
891,0.0610072930749797,891,0.0764450597492935,891,0.271743606587915,891,0.182211718140568
890,0.0613222884548545,890,0.0773344763958186,890,0.272372723983239,890,0.18409402228636
889,0.0618733195538105,889,0.0778656759072627,889,0.272621813688168,889,0.18627320828103
888,0.0620993991532866,888,0.0787317876620696,888,0.27291204906096,888,0.187710002485309
887,0.0623701209515932,887,0.0801791878876186,887,0.274198295383914,887,0.190274699714259
886,0.0626556640145653,886,0.0808171376051839,886,0.274981519927819,886,0.191946500603126
885,0.0632361771265337,885,0.0814357916402138,885,0.275098311054288,885,0.194141868998173
884,0.0636785460624319,884,0.08266316173592,884,0.275169522727064,884,0.195469592988676
883,0.0641751673763087,883,0.0835392176082052,883,0.275798203797428,883,0.197372531001936
882,0.064305572472686,882,0.0842401363822764,882,0.276125914038204,882,0.198633207805141
881,0.0645669807579129,881,0.085054610566846,881,0.276403972558045,881,0.200635253181695
880,0.0646409038238525,880,0.0853886807176186,880,0.275553730617182,880,0.20184652878837
879,0.0653019042719644,879,0.0869709523740359,879,0.277516960428878,879,0.204088754946474
878,0.0655185483443323,878,0.0879864903364121,878,0.277221671893101,878,0.205949973939988
877,0.0656567646761339,877,0.0880954231011101,877,0.276703404790759,877,0.206892482370504
876,0.0661582470772414,876,0.0893280815028568,876,0.277673388289818,876,0.209565263149395
875,0.0671984871078447,875,0.0904636850926311,875,0.277082848310452,875,0.211452974501755
874,0.0669010342776523,874,0.0906807194840451,874,0.277803812432515,874,0.212504790181546
873,0.0681254700983043,873,0.0920774849332971,873,0.277113421949929,873,0.214033784026975
872,0.0679574959885301,872,0.0930337832573715,872,0.277001525067378,872,0.214989305986704
871,0.0680897989294581,871,0.0936803453953827,871,0.27734774431219,871,0.216661525024943
870,0.0683702509135577,870,0.0949089143163303,870,0.277544867071801,870,0.219170175532097
869,0.0691413590512104,869,0.0956565741227267,869,0.277367991855428,869,0.219972305783713
868,0.068870510058123,868,0.0964534563322041,868,0.27758454761824,868,0.221546834363175
867,0.0705001836003134,867,0.0979582284974852,867,0.276741344018992,867,0.224448025844625
866,0.070184244066392,866,0.0987819015970548,866,0.275914677291948,866,0.225222274241845
865,0.0707483176573506,865,0.100988731252111,865,0.276990160622065,865,0.226864822613934
864,0.0707284544033075,864,0.100663597024319,864,0.274915067850048,864,0.227564351896063
863,0.0713371027868501,863,0.102069710974079,863,0.275615055742955,863,0.228213039573495
862,0.0710561313993976,862,0.10242955483438,862,0.274119359569864,862,0.228946187876108
861,0.0714826157200027,861,0.104032898378319,861,0.274672455411173,861,0.230662077324833
860,0.0724878605647985,860,0.105520244173764,860,0.275154791683444,860,0.232485478637832
859,0.074018153001228,859,0.106119606091473,859,0.273556129685219,859,0.233557462342253
858,0.072502481915135,858,0.107304179939679,858,0.272461522764923,858,0.234451120083143
857,0.0733284081251929,857,0.107673264877635,857,0.271920868320466,857,0.235040399012164
856,0.0728249190741465,856,0.109633816005647,856,0.270975469994121,856,0.235271991660646
855,0.0741035578239878,855,0.110267514851578,855,0.270737027428671,855,0.237050011903671
854,0.0734419100653562,854,0.110955610087948,854,0.269940544415654,854,0.238669061684653
853,0.0737172210722228,853,0.1114389132731,853,0.267733274489831,853,0.238166572682514
852,0.0751654587817409,852,0.113323383438527,852,0.267498665664424,852,0.239446013118986
851,0.0748675448312483,851,0.114000017799511,851,0.266108381486439,851,0.240486021748124
850,0.0757629483326474,850,0.11591259400319,850,0.26678842157642,850,0.241703763224823
849,0.075295973949726,849,0.11646761592661,849,0.26388390334061,849,0.24095337643416
848,0.0773268673500862,848,0.119608389092408,848,0.264071679001324,848,0.242554489829605
847,0.07746190132316,847,0.120195434172462,847,0.263518140363195,847,0.242065928625012
846,0.0780572627079171,846,0.12102414648506,846,0.261636999951694,846,0.243489410868307
845,0.0783455610563396,845,0.122479333009284,845,0.259900664755495,845,0.243117765369978
844,0.0774821987182197,844,0.124540206578244,844,0.26076636021571,844,0.243461613709893
843,0.0782291587151596,843,0.12613642184306,843,0.257513265148296,843,0.243932047056419
842,0.0787805711823406,842,0.127937480016874,842,0.257632431699166,842,0.244324472054916
841,0.0785251701540202,841,0.12884163621577,841,0.256244045585991,841,0.243657501412717
840,0.0805004603203665,840,0.131244732802001,840,0.255375004923859,840,0.244560979285976
839,0.0802856813518726,839,0.131879082668597,839,0.253732512657986,839,0.24419968051337
838,0.0804403613469705,838,0.133174030191727,838,0.250926834046481,838,0.244155805295656
837,0.0815096758935736,837,0.135193739310061,837,0.249384837872638,837,0.244822814447012
836,0.0812522283860222,836,0.136185254653746,836,0.247711819911959,836,0.243180477221963
835,0.0821641906807163,835,0.138402500040634,835,0.246963559790749,835,0.243817896672792
834,0.0822952308618857,834,0.139497446973934,834,0.245366405661896,834,0.243432684788376
833,0.0826434035504782,833,0.140662793937763,833,0.243815083006454,833,0.242915418283401
832,0.0831935868367961,832,0.142490239562594,832,0.241908438118848,832,0.241643431676555
831,0.0843363140111978,831,0.14554060421749,831,0.239866106883312,831,0.242794788724999
830,0.0842564473626466,830,0.146530987514329,830,0.237244860973739,830,0.240383804264685
829,0.0846826355622555,829,0.149641239608256,829,0.235388012351518,829,0.241031828839889
828,0.0850610652676233,828,0.150911800669822,828,0.234878811073472,828,0.239463445265609
827,0.0863395686468549,827,0.153152019202489,827,0.233129431683098,827,0.239525002515051
826,0.0871971958113169,826,0.15528362024829,826,0.231167237215591,826,0.238256351440674
825,0.0875850446624214,825,0.157691019997526,825,0.229432539391512,825,0.238119853854791
824,0.0878126222909423,824,0.159794916912074,824,0.227100130049905,824,0.237197526062315
823,0.0882483745424305,823,0.161670103344251,823,0.22543611663926,823,0.236234382947533
822,0.0886023704827102,822,0.163502270792313,822,0.224084120111725,822,0.235401053822182
821,0.0898794496251569,821,0.166560338207008,821,0.221214127173545,821,0.234379176083625
820,0.0900008006610222,820,0.16812941231375,820,0.218907027186809,820,0.231961384711677
819,0.0915588284126331,819,0.171086179674172,819,0.217114972264541,819,0.231534482289201
818,0.0923970205135436,818,0.175004077181844,818,0.215546493308286,818,0.231228026399492
817,0.0926656480942652,817,0.176319736929548,817,0.212003995478677,817,0.228208048662663
816,0.0941832467178858,816,0.18043679003695,816,0.210866010794518,816,0.227962295371778
815,0.0941869445513755,815,0.181804719314131,815,0.209176861659702,815,0.226880403969732
814,0.0945708544714418,814,0.184483537823716,814,0.205788458944154,814,0.224907247550874
813,0.0952412420684906,813,0.188541535291292,813,0.203505573952068,813,0.223501239852436
812,0.0964826453994092,812,0.191162937024677,812,0.201698970793667,812,0.221496437841554
811,0.0975375472790223,811,0.194441298211078,811,0.198145042455137,811,0.220937725895183
810,0.0978518850126918,810,0.198350452200339,810,0.196867490966689,810,0.218656586418663
809,0.0995231130792293,809,0.200727707758095,809,0.19489944572459,809,0.21790963525889
808,0.0992523261795159,808,0.204290242153257,808,0.191727834542426,808,0.215020520507181
807,0.100153661406464,807,0.206698117285181,807,0.18935676802188,807,0.212635707275451
806,0.100673976139271,806,0.211495015106176,806,0.187781755715562,806,0.212271306723404
805,0.102293771701872,805,0.214959367636167,805,0.185080359094084,805,0.209804723364098
804,0.10209390959766,804,0.218358139669564,804,0.182352327636862,804,0.207970862006053
803,0.104242573095245,803,0.223282893749119,803,0.180421180986908,803,0.206180041056334
802,0.104179064494713,802,0.226544633898734,802,0.17779548781572,802,0.203579736964113
801,0.105193547868316,801,0.231185574463304,801,0.176058281584117,801,0.202744037080977
800,0.107107001260783,800,0.23511098476215,800,0.174036510408937,800,0.201253264618907
799,0.107656979005173,799,0.238669151378679,799,0.171184799449377,799,0.197951081352992
798,0.108700408255915,798,0.243085053676928,798,0.168428976430687,798,0.196435298988011
797,0.109747983553331,797,0.247202469455733,797,0.166470738230932,797,0.194328304722095
796,0.111343668056823,796,0.252634027236721,796,0.165052176584573,796,0.192559360008646
795,0.111942316744187,795,0.255962354623511,795,0.162083468504464,795,0.190058758175846
794,0.112819955060194,794,0.26074352186604,794,0.159901180309419,794,0.187392300898342
793,0.113025655441567,793,0.264211208478447,793,0.157854252503019,793,0.185465364680093
792,0.114537300224221,792,0.269816748258257,792,0.154560406943142,792,0.183019760174122
791,0.115788210542811,791,0.274719622145837,791,0.152621347450904,791,0.181287507614056
790,0.116496793816832,790,0.280356078810426,790,0.150350189421269,790,0.178949980387485
789,0.116821640223208,789,0.284064877223347,789,0.14787542183662,789,0.176303964365502
788,0.11875950457914,788,0.289358259054952,788,0.146090953023235,788,0.174083892594239
787,0.119747581452669,787,0.294501582656298,787,0.143656953235205,787,0.171709945708399
786,0.120693408276268,786,0.300073527707441,786,0.141612907898184,786,0.170272701538868
785,0.121447604527326,785,0.304298798978489,785,0.138879535708155,785,0.16705132012896
784,0.122075303330843,784,0.30950207510737,784,0.13584694748793,784,0.165090221942675
783,0.123130351022681,783,0.313975569767477,783,0.134608808283646,783,0.162754746904646
